 60.4 , 47.5 , 31.7 , 38.8 , 72.6 
 23.9 , 47.5 , 31.7 , 13.2 , 7.2 
 60.4 , 36.9 , 31.7 , 5.2 , 31.9 
 23.9 , 72.9 , 31.7 , 28.6 , 81 
 80.3 , 97.6 , 67.2 , 49.7 , 52.3 
 48.2 , 22.3 , 78.6 , 79.6 , 72.6 
 94.9 , 85.9 , 67.2 , 49.7 , 88.1 
 34.6 , 91.8 , 31.7 , 70.9 , 81 
 87.2 , 36.9 , 8.9 , 5.2 , 11.1 
 48.2 , 32.2 , 14.3 , 38.8 , 16.3 
 48.2 , 22.3 , 1 , 60.9 , 72.6 
 15.6 , 47.5 , 31.7 , 20.3 , 31.9 
 60.4 , 11.3 , 99.3 , 60.9 , 4.6 
 48.2 , 82 , 85.5 , 60.9 , 41.4 
 60.4 , 27.1 , 85.5 , 38.8 , 23.5 
 71.6 , 47.5 , 8.9 , 49.7 , 72.6 
 94.9 , 91.8 , 42.6 , 20.3 , 31.9 
 87.2 , 11.3 , 93.9 , 5.2 , 31.9 
 23.9 , 68.1 , 14.3 , 8.5 , 63.2 
 23.9 , 27.1 , 90.3 , 96.3 , 7.2 
 71.6 , 27.1 , 93.9 , 70.9 , 16.3 
 48.2 , 8.3 , 55.1 , 28.6 , 72.6 
 23.9 , 58 , 21.8 , 79.6 , 72.6 
 34.6 , 68.1 , 21.8 , 70.9 , 23.5 
 87.2 , 89 , 98.8 , 49.7 , 41.4 
 48.2 , 85.9 , 85.5 , 60.9 , 52.3 
 23.9 , 1.4 , 78.6 , 38.8 , 72.6 
 71.6 , 4.3 , 21.8 , 20.3 , 94 
 15.6 , 68.1 , 5.3 , 49.7 , 52.3 
 87.2 , 36.9 , 78.6 , 60.9 , 31.9 
 34.6 , 36.9 , 67.2 , 90.4 , 94 
 34.6 , 32.2 , 0.1 , 28.6 , 7.2 
 48.2 , 58 , 8.9 , 97.6 , 11.1 
 60.4 , 42 , 21.8 , 49.7 , 41.4 
 23.9 , 72.9 , 42.6 , 38.8 , 81 
 71.6 , 58 , 93.9 , 20.3 , 52.3 
 48.2 , 82 , 90.3 , 60.9 , 4.6 
 60.4 , 58 , 21.8 , 79.6 , 7.2 
 3.2 , 85.9 , 14.3 , 79.6 , 81 
 9.8 , 18.3 , 78.6 , 38.8 , 94 
 48.2 , 18.3 , 31.7 , 8.5 , 52.3 
 15.6 , 77.7 , 55.1 , 5.2 , 16.3 
 5.6 , 96.4 , 67.2 , 49.7 , 96.4 
 80.3 , 68.1 , 21.8 , 28.6 , 23.5 
 34.6 , 36.9 , 78.6 , 28.6 , 41.4 
 60.4 , 36.9 , 67.2 , 38.8 , 31.9 
 60.4 , 72.9 , 55.1 , 28.6 , 23.5 
 9.8 , 42 , 21.8 , 79.6 , 4.6 
 80.3 , 47.5 , 67.2 , 70.9 , 63.2 
 48.2 , 18.3 , 31.7 , 85.9 , 63.2 
 9.8 , 63.1 , 55.1 , 93.9 , 31.9 
 9.8 , 47.5 , 31.7 , 20.3 , 31.9 
 34.6 , 58 , 21.8 , 20.3 , 11.1 
 5.6 , 89 , 55.1 , 38.8 , 72.6 
 60.4 , 82 , 31.7 , 8.5 , 88.1 
 87.2 , 98.4 , 99.3 , 99.8 , 7.2 
 34.6 , 42 , 67.2 , 38.8 , 63.2 
 15.6 , 58 , 1 , 20.3 , 0.2 
 5.6 , 89 , 55.1 , 8.5 , 41.4 
 48.2 , 63.1 , 67.2 , 60.9 , 41.4 
 60.4 , 85.9 , 14.3 , 70.9 , 81 
 34.6 , 22.3 , 21.8 , 49.7 , 23.5 
 15.6 , 85.9 , 8.9 , 49.7 , 41.4 
 60.4 , 2.7 , 42.6 , 13.2 , 63.2 
 9.8 , 82 , 90.3 , 60.9 , 41.4 
 71.6 , 72.9 , 42.6 , 8.5 , 41.4 
 98.1 , 97.6 , 85.5 , 99.5 , 88.1 
 34.6 , 96.4 , 96.5 , 1.9 , 94 
 1.8 , 47.5 , 1.7 , 49.7 , 41.4 
 34.6 , 42 , 42.6 , 1.9 , 23.5 
 9.8 , 42 , 5.3 , 28.6 , 52.3 
 60.4 , 68.1 , 67.2 , 60.9 , 2.6 
 80.3 , 14.6 , 85.5 , 3.3 , 52.3 
 34.6 , 11.3 , 67.2 , 13.2 , 63.2 
 91.6 , 68.1 , 90.3 , 49.7 , 16.3 
 91.6 , 36.9 , 42.6 , 13.2 , 23.5 
 48.2 , 36.9 , 14.3 , 70.9 , 16.3 
 80.3 , 68.1 , 85.5 , 99.6 , 98.7 
 0.3 , 85.9 , 8.9 , 8.5 , 16.3 
 15.6 , 36.9 , 5.3 , 70.9 , 72.6 
 15.6 , 47.5 , 14.3 , 79.6 , 31.9 
 15.6 , 63.1 , 21.8 , 20.3 , 31.9 
 91.6 , 32.2 , 93.9 , 60.9 , 23.5 
 3.2 , 0.6 , 21.8 , 49.7 , 52.3 
 87.2 , 63.1 , 90.3 , 38.8 , 81 
 9.8 , 32.2 , 42.6 , 38.8 , 63.2 
 71.6 , 42 , 42.6 , 70.9 , 63.2 
 5.6 , 52.8 , 8.9 , 28.6 , 7.2 
 34.6 , 96.4 , 21.8 , 8.5 , 81 
 48.2 , 32.2 , 31.7 , 79.6 , 31.9 
 23.9 , 47.5 , 2.9 , 49.7 , 81 
 34.6 , 68.1 , 1.7 , 13.2 , 2.6 
 23.9 , 89 , 31.7 , 8.5 , 52.3 
 80.3 , 72.9 , 78.6 , 60.9 , 63.2 
 80.3 , 42 , 55.1 , 70.9 , 88.1 
 60.4 , 18.3 , 21.8 , 49.7 , 31.9 
 60.4 , 89 , 31.7 , 70.9 , 11.1 
 71.6 , 22.3 , 85.5 , 5.2 , 16.3 
 34.6 , 27.1 , 31.7 , 60.9 , 52.3 
 15.6 , 72.9 , 85.5 , 28.6 , 41.4 
 80.3 , 0.3 , 14.3 , 49.7 , 72.6 
 48.2 , 0.9 , 1 , 13.2 , 0.2 
 48.2 , 0.6 , 2.9 , 13.2 , 1.6 
 48.2 , 91.8 , 8.9 , 3.3 , 63.2 
 87.2 , 27.1 , 55.1 , 28.6 , 4.6 
 80.3 , 91.8 , 85.5 , 85.9 , 52.3 
 15.6 , 22.3 , 21.8 , 28.6 , 81 
 80.3 , 0.6 , 21.8 , 49.7 , 63.2 
 23.9 , 1.4 , 8.9 , 8.5 , 7.2 
 60.4 , 42 , 0.3 , 38.8 , 98.7 
 23.9 , 85.9 , 67.2 , 1.9 , 1.6 
 99.2 , 27.1 , 67.2 , 93.9 , 97.8 
 9.8 , 14.6 , 14.3 , 49.7 , 52.3 
 71.6 , 22.3 , 14.3 , 79.6 , 0.9 
 98.1 , 89 , 90.3 , 49.7 , 16.3 
 0.5 , 0.1 , 0 , 0 , 0 
 15.6 , 0.1 , 93.9 , 70.9 , 88.1 
 48.2 , 0.3 , 8.9 , 28.6 , 7.2 
 80.3 , 42 , 8.9 , 49.7 , 31.9 
 94.9 , 42 , 67.2 , 28.6 , 2.6 
 91.6 , 1.4 , 99.3 , 93.9 , 52.3 
 60.4 , 68.1 , 0.2 , 13.2 , 16.3 
 48.2 , 8.3 , 42.6 , 3.3 , 23.5 
 96.7 , 77.7 , 85.5 , 70.9 , 96.4 
 60.4 , 36.9 , 21.8 , 5.2 , 81 
 71.6 , 8.3 , 42.6 , 60.9 , 11.1 
 34.6 , 0.1 , 67.2 , 70.9 , 88.1 
 80.3 , 82 , 21.8 , 99.8 , 88.1 
 15.6 , 27.1 , 21.8 , 38.8 , 52.3 
 87.2 , 4.3 , 55.1 , 20.3 , 72.6 
 87.2 , 72.9 , 55.1 , 60.9 , 31.9 
 71.6 , 6.2 , 67.2 , 79.6 , 72.6 
 60.4 , 27.1 , 31.7 , 38.8 , 41.4 
 99.7 , 97.6 , 90.3 , 38.8 , 99.8 
 71.6 , 18.3 , 14.3 , 5.2 , 31.9 
 60.4 , 6.2 , 98.8 , 20.3 , 23.5 
 23.9 , 36.9 , 96.5 , 93.9 , 41.4 
 15.6 , 11.3 , 1.7 , 38.8 , 2.6 
 34.6 , 36.9 , 1 , 8.5 , 11.1 
 23.9 , 36.9 , 96.5 , 79.6 , 31.9 
 80.3 , 72.9 , 97.9 , 60.9 , 72.6 
 15.6 , 91.8 , 90.3 , 93.9 , 72.6 
 80.3 , 52.8 , 21.8 , 20.3 , 81 
 5.6 , 47.5 , 42.6 , 70.9 , 41.4 
 91.6 , 58 , 14.3 , 5.2 , 16.3 
 87.2 , 32.2 , 31.7 , 38.8 , 4.6 
 34.6 , 0.9 , 90.3 , 5.2 , 4.6 
 60.4 , 36.9 , 8.9 , 8.5 , 23.5 
 94.9 , 52.8 , 97.9 , 97.6 , 72.6 
 71.6 , 18.3 , 55.1 , 49.7 , 52.3 
 0.5 , 91.8 , 1 , 70.9 , 63.2 
 23.9 , 68.1 , 42.6 , 49.7 , 4.6 
 34.6 , 8.3 , 21.8 , 85.9 , 41.4 
 48.2 , 36.9 , 1 , 0.3 , 4.6 
 87.2 , 99.7 , 90.3 , 93.9 , 31.9 
 80.3 , 82 , 55.1 , 28.6 , 23.5 
 23.9 , 47.5 , 5.3 , 60.9 , 11.1 
 3.2 , 32.2 , 21.8 , 60.9 , 96.4 
 80.3 , 77.7 , 31.7 , 38.8 , 97.8 
 48.2 , 6.2 , 78.6 , 8.5 , 94 
 5.6 , 82 , 31.7 , 13.2 , 31.9 
 48.2 , 36.9 , 21.8 , 49.7 , 16.3 
 23.9 , 68.1 , 67.2 , 90.4 , 81 
 71.6 , 89 , 42.6 , 38.8 , 1.6 
 48.2 , 82 , 21.8 , 28.6 , 72.6 
 34.6 , 94.1 , 55.1 , 85.9 , 63.2 
 48.2 , 11.3 , 67.2 , 5.2 , 11.1 
 87.2 , 58 , 55.1 , 60.9 , 81 
 48.2 , 97.6 , 85.5 , 99.5 , 98.7 
 23.9 , 63.1 , 42.6 , 38.8 , 31.9 
 5.6 , 77.7 , 21.8 , 5.2 , 23.5 
 9.8 , 52.8 , 78.6 , 20.3 , 81 
 34.6 , 99 , 14.3 , 60.9 , 81 
 0.1 , 85.9 , 78.6 , 38.8 , 52.3 
 34.6 , 63.1 , 31.7 , 79.6 , 41.4 
 96.7 , 14.6 , 8.9 , 28.6 , 0.1 
 60.4 , 47.5 , 78.6 , 49.7 , 88.1 
 48.2 , 47.5 , 31.7 , 28.6 , 16.3 
 71.6 , 4.3 , 0.6 , 20.3 , 88.1 
 9.8 , 8.3 , 67.2 , 8.5 , 16.3 
 34.6 , 58 , 8.9 , 70.9 , 88.1 
 9.8 , 1.4 , 8.9 , 20.3 , 11.1 
 60.4 , 1.4 , 67.2 , 5.2 , 52.3 
 15.6 , 14.6 , 31.7 , 49.7 , 41.4 
 87.2 , 63.1 , 97.9 , 93.9 , 97.8 
 80.3 , 77.7 , 42.6 , 49.7 , 4.6 
 15.6 , 14.6 , 85.5 , 38.8 , 52.3 
 48.2 , 68.1 , 31.7 , 38.8 , 23.5 
 71.6 , 8.3 , 78.6 , 60.9 , 63.2 
 9.8 , 27.1 , 1.7 , 13.2 , 63.2 
 71.6 , 18.3 , 55.1 , 38.8 , 63.2 
 48.2 , 42 , 2.9 , 20.3 , 23.5 
 94.9 , 0.6 , 31.7 , 20.3 , 4.6 
 23.9 , 72.9 , 14.3 , 13.2 , 16.3 
 71.6 , 32.2 , 85.5 , 90.4 , 52.3 
 48.2 , 94.1 , 78.6 , 49.7 , 94 
 9.8 , 42 , 93.9 , 79.6 , 23.5 
 80.3 , 58 , 8.9 , 49.7 , 52.3 
 71.6 , 11.3 , 2.9 , 49.7 , 52.3 
 15.6 , 72.9 , 31.7 , 38.8 , 31.9 
 9.8 , 91.8 , 55.1 , 28.6 , 11.1 
 60.4 , 47.5 , 67.2 , 49.7 , 81 
 71.6 , 32.2 , 31.7 , 38.8 , 23.5 
 9.8 , 91.8 , 1 , 20.3 , 31.9 
 48.2 , 68.1 , 97.9 , 79.6 , 41.4 
 1 , 27.1 , 14.3 , 8.5 , 11.1 
 48.2 , 58 , 31.7 , 8.5 , 31.9 
 23.9 , 58 , 55.1 , 85.9 , 52.3 
 87.2 , 63.1 , 55.1 , 13.2 , 63.2 
 23.9 , 8.3 , 21.8 , 8.5 , 88.1 
 71.6 , 22.3 , 14.3 , 49.7 , 31.9 
 34.6 , 85.9 , 42.6 , 28.6 , 23.5 
 15.6 , 18.3 , 1.7 , 28.6 , 52.3 
 48.2 , 68.1 , 14.3 , 79.6 , 88.1 
 34.6 , 68.1 , 14.3 , 85.9 , 94 
 9.8 , 68.1 , 31.7 , 60.9 , 4.6 
 60.4 , 2.7 , 21.8 , 5.2 , 16.3 
 34.6 , 89 , 67.2 , 79.6 , 81 
 80.3 , 11.3 , 78.6 , 97.6 , 41.4 
 9.8 , 52.8 , 67.2 , 60.9 , 81 
 1.8 , 32.2 , 31.7 , 70.9 , 31.9 
 80.3 , 32.2 , 78.6 , 60.9 , 23.5 
 3.2 , 14.6 , 31.7 , 28.6 , 88.1 
 34.6 , 18.3 , 55.1 , 28.6 , 96.4 
 9.8 , 91.8 , 31.7 , 49.7 , 23.5 
 34.6 , 27.1 , 2.9 , 13.2 , 16.3 
 60.4 , 47.5 , 21.8 , 60.9 , 96.4 
 91.6 , 32.2 , 85.5 , 93.9 , 23.5 
 60.4 , 58 , 67.2 , 38.8 , 41.4 
 3.2 , 0.9 , 2.9 , 60.9 , 23.5 
 60.4 , 27.1 , 42.6 , 49.7 , 63.2 
 48.2 , 27.1 , 85.5 , 90.4 , 52.3 
 96.7 , 58 , 31.7 , 28.6 , 23.5 
 15.6 , 58 , 8.9 , 8.5 , 41.4 
 23.9 , 68.1 , 8.9 , 8.5 , 72.6 
 48.2 , 85.9 , 42.6 , 49.7 , 7.2 
 15.6 , 47.5 , 21.8 , 13.2 , 4.6 
 34.6 , 22.3 , 42.6 , 13.2 , 63.2 
 34.6 , 72.9 , 67.2 , 38.8 , 88.1 
 80.3 , 14.6 , 42.6 , 96.3 , 16.3 
 23.9 , 58 , 97.9 , 28.6 , 41.4 
 5.6 , 42 , 14.3 , 49.7 , 31.9 
 71.6 , 94.1 , 8.9 , 93.9 , 63.2 
 71.6 , 52.8 , 90.3 , 79.6 , 31.9 
 91.6 , 72.9 , 90.3 , 49.7 , 88.1 
 99.2 , 58 , 90.3 , 49.7 , 88.1 
 34.6 , 47.5 , 21.8 , 13.2 , 11.1 
 9.8 , 72.9 , 85.5 , 28.6 , 41.4 
 23.9 , 89 , 96.5 , 85.9 , 31.9 
 80.3 , 68.1 , 14.3 , 20.3 , 31.9 
 71.6 , 77.7 , 78.6 , 79.6 , 16.3 
 48.2 , 72.9 , 67.2 , 85.9 , 11.1 
 23.9 , 94.1 , 8.9 , 85.9 , 88.1 
 60.4 , 2.7 , 2.9 , 20.3 , 52.3 
 5.6 , 22.3 , 21.8 , 38.8 , 16.3 
 23.9 , 2.7 , 5.3 , 60.9 , 7.2 
 87.2 , 52.8 , 78.6 , 28.6 , 4.6 
 98.1 , 63.1 , 55.1 , 93.9 , 63.2 
 80.3 , 68.1 , 78.6 , 85.9 , 63.2 
 15.6 , 91.8 , 31.7 , 38.8 , 81 
 80.3 , 52.8 , 31.7 , 49.7 , 23.5 
 9.8 , 58 , 31.7 , 90.4 , 63.2 
 34.6 , 27.1 , 55.1 , 38.8 , 63.2 
 3.2 , 63.1 , 5.3 , 28.6 , 41.4 
 15.6 , 52.8 , 2.9 , 3.3 , 52.3 
 48.2 , 32.2 , 67.2 , 38.8 , 31.9 
 80.3 , 94.1 , 99.3 , 99.1 , 52.3 
 34.6 , 85.9 , 21.8 , 49.7 , 41.4 
 60.4 , 8.3 , 14.3 , 60.9 , 52.3 
 34.6 , 8.3 , 1 , 70.9 , 63.2 
 60.4 , 63.1 , 42.6 , 38.8 , 11.1 
 34.6 , 6.2 , 21.8 , 20.3 , 4.6 
 3.2 , 68.1 , 8.9 , 79.6 , 96.4 
 9.8 , 6.2 , 14.3 , 13.2 , 81 
 34.6 , 85.9 , 85.5 , 13.2 , 16.3 
 71.6 , 72.9 , 85.5 , 49.7 , 16.3 
 91.6 , 58 , 93.9 , 85.9 , 52.3 
 80.3 , 72.9 , 55.1 , 85.9 , 31.9 
 15.6 , 0.3 , 78.6 , 79.6 , 41.4 
 60.4 , 47.5 , 21.8 , 38.8 , 81 
 15.6 , 36.9 , 21.8 , 90.4 , 72.6 
 34.6 , 85.9 , 21.8 , 38.8 , 94 
 80.3 , 22.3 , 67.2 , 70.9 , 52.3 
 96.7 , 22.3 , 21.8 , 8.5 , 23.5 
 15.6 , 8.3 , 93.9 , 49.7 , 99.8 
 23.9 , 14.6 , 14.3 , 20.3 , 23.5 
 87.2 , 22.3 , 42.6 , 3.3 , 4.6 
 3.2 , 77.7 , 55.1 , 20.3 , 88.1 
 60.4 , 22.3 , 14.3 , 70.9 , 88.1 
 34.6 , 27.1 , 42.6 , 38.8 , 11.1 
 9.8 , 6.2 , 42.6 , 38.8 , 63.2 
 91.6 , 58 , 55.1 , 60.9 , 31.9 
 23.9 , 68.1 , 55.1 , 20.3 , 41.4 
 91.6 , 47.5 , 78.6 , 60.9 , 31.9 
 60.4 , 32.2 , 42.6 , 8.5 , 81 
 34.6 , 58 , 67.2 , 38.8 , 11.1 
 9.8 , 91.8 , 42.6 , 28.6 , 88.1 
 9.8 , 82 , 21.8 , 1.9 , 0.2 
